title,rating
Wonderful,4.0
Classy product,5.0
Must buy!,5.0
Must buy!,5.0
Best in the market!,5.0
Nice product,4.0
Really Nice,4.0
Wonderful,4.0
Value-for-money,4.0
Perfect product!,5.0
Brilliant,5.0
Highly recommended,5.0
Excellent,5.0
Does the job,3.0
Nice product,4.0
Wonderful,4.0
Terrific,5.0
Mind-blowing purchase,5.0
Excellent,5.0
Classy product,5.0
Just wow!,5.0
Highly recommended,5.0
Good choice,4.0
Good choice,4.0
Does the job,3.0
Just okay,3.0
Good Quality and Value-for-money,4.0
Mind-blowing purchase,5.0
Worth the money,4.0
Good,3.0
Classy product,5.0
Perfect product!,5.0
Just okay,3.0
Great product,5.0
Decent product,3.0
Good quality product,4.0
Does the job,3.0
Best in the market!,5.0
Mind-blowing purchase,5.0
Good choice,4.0
Highly recommended,5.0
Terrific purchase,5.0
Fabulous!,5.0
Really Nice,4.0
Good,3.0
Very Good,4.0
Great product,5.0
Brilliant,5.0
Mind-blowing purchase,5.0
Wonderful,5.0
Brilliant,5.0
Best in the market!,5.0
Value for money product,4.0
Value for money product,4.0
Brilliant,5.0
Must buy!,5.0
Delightful,4.0
Worth every penny,5.0
Perfect product!,5.0
Perfect product!,5.0
Great product,5.0
Pretty good,4.0
Classy product,5.0
Nice product,4.0
Really Nice,4.0
Great product,5.0
Terrific purchase,5.0
Highly recommended,5.0
Wonderful,4.0
Super!,5.0
Great product,5.0
Mind-blowing purchase,5.0
Great product,5.0
Great product,5.0
Classy product,5.0
Value-for-money,4.0
Worth the money,4.0
Fabulous!,5.0
Just wow!,5.0
Excellent,5.0
Decent product,3.0
Excellent,5.0
Terrific,5.0
Just wow!,5.0
Mind-blowing purchase,5.0
Simply awesome,5.0
Wonderful,5.0
Simply awesome,5.0
Must buy!,5.0
Nice product,4.0
Must buy!,5.0
Good choice,4.0
Super!,5.0
Super!,5.0
Good quality product,4.0
Brilliant,5.0
Awesome,5.0
AWESOME,5.0
Just wow!,5.0
Highly recommended,5.0
Worth every penny,5.0
Terrific,5.0
Nice product,4.0
Highly recommended,5.0
Excellent,5.0
Wonderful,4.0
Fabulous!,5.0
Highly recommended,5.0
Awesome,5.0
Simply awesome,5.0
Nice product,4.0
Awesome,5.0
Terrific purchase,5.0
Wonderful,5.0
Classy product,5.0
Simply awesome,5.0
Great product,5.0
Good choice,4.0
Fabulous!,5.0
Delightful,4.0
Mind-blowing purchase,5.0
Want to buy a budget tv...this is the right choice for FHD,5.0
Really Nice,4.0
Worth every penny,5.0
Classy product,5.0
Delightful,4.0
Mind-blowing purchase,5.0
Brilliant,5.0
Wonderful,4.0
Brilliant,5.0
Value-for-money,4.0
Mind-blowing purchase,5.0
Great product,5.0
Excellent,5.0
Good choice,4.0
Good choice,4.0
Best in the market!,5.0
Nice product,4.0
Just wow!,5.0
Excellent,5.0
Perfect product!,5.0
Terrific purchase,5.0
Mi has changed the TV viewers to Smart viewers,5.0
Excellent,5.0
Wonderful,5.0
Brilliant,5.0
Highly recommended,5.0
Nice product,4.0
Excellent,5.0
Nice product,4.0
Just wow!,5.0
Best in the market!,5.0
Value-for-money,4.0
Terrific purchase,5.0
Brilliant,5.0
Super!,5.0
Perfect product!,5.0
Highly recommended,5.0
Nice,3.0
Delightful,4.0
Worth every penny,5.0
Pretty good,4.0
Just wow!,5.0
Brilliant,5.0
Internet is not Working Properly,5.0
Classy product,5.0
Nice product,4.0
Really Nice,4.0
Best in the market!,5.0
Mind-blowing purchase,5.0
Brilliant,5.0
Great product,5.0
Simply awesome,5.0
Worth the money,4.0
Worth for money,4.0
Good choice,4.0
Wonderful,5.0
Wonderful,4.0
Perfect product!,5.0
Terrific,5.0
Best in the market!,5.0
Nice,3.0
Wonderful,5.0
Classy product,5.0
Excellent,5.0
Terrific purchase,5.0
Nice product,4.0
Wonderful,5.0
Value-for-money,4.0
Perfect product!,5.0
Good choice,4.0
Fabulous!,5.0
Mind-blowing purchase,5.0
Value-for-money,4.0
Just wow!,5.0
Super!,5.0
Very Good,4.0
Fabulous!,5.0
Does the job,3.0
Good quality product,4.0
Highly recommended,5.0
Worth every penny,5.0
Wonderful,4.0
Brilliant,5.0
Delightful,4.0
Perfect product!,5.0
Terrific,5.0
Fair,3.0
Just okay,3.0
Just wow!,5.0
Awesome,5.0
Highly recommended,5.0
Awesome,5.0
Pretty good,4.0
Just wow!,5.0
Nice product,4.0
Fabulous!,5.0
Nice product,4.0
Nice product,4.0
Super!,5.0
Pretty good,4.0
Fabulous!,5.0
Super!,5.0
Decent product,3.0
Mind-blowing purchase,5.0
Nice product,4.0
Worth the money,4.0
Simply awesome,5.0
Value-for-money,4.0
Very Good,4.0
Nice product,4.0
Delightful,4.0
Good,3.0
Nice product,4.0
Awesome,5.0
Excellent,5.0
Super!,5.0
Worth every penny,5.0
Above average budget TV,4.0
Terrific purchase,5.0
Worth the money,4.0
Fabulous!,5.0
Nice product,4.0
Brilliant,5.0
Delightful,4.0
Terrific,5.0
Perfect product!,5.0
Terrific purchase,5.0
Fabulous!,5.0
Great product,5.0
Very Good,4.0
Classy product,5.0
Highly recommended,5.0
Simply awesome,5.0
Excellent,5.0
Nice product,4.0
Worth every penny,5.0
Classy product,5.0
Just wow!,5.0
Best in the market!,5.0
Excellent,5.0
Simply awesome,5.0
Awesome,5.0
Highly recommended,5.0
Super!,5.0
Terrific,5.0
Best in the market!,5.0
Classy product,5.0
Best in the market!,5.0
Fabulous!,5.0
Terrific,5.0
Nice product,4.0
Value-for-money,4.0
Terrific,5.0
Nice product,4.0
Worth every penny,5.0
Brilliant,5.0
Mind-blowing purchase,5.0
Worth the money,4.0
Simply awesome,5.0
Must buy!,5.0
Excellent,5.0
Must buy!,5.0
Delightful,4.0
Decent Product,3.0
Just okay,3.0
Best in the market!,5.0
Worth every penny,5.0
Worth every penny,5.0
Delightful,4.0
Worth the money,4.0
Super!,5.0
Best in the market!,5.0
Mind-blowing purchase,5.0
Super!,5.0
Mind-blowing purchase,5.0
Must buy!,5.0
Mind-blowing purchase,5.0
Pretty good,4.0
Value-for-money,4.0
Worth every penny,5.0
Really Nice,4.0
Good TV - Now 4K option makes more sense,4.0
Just wow!,5.0
Worth every penny,5.0
Wonderful,5.0
6 months usage review.,3.0
Must buy!,5.0
Excellent,5.0
Mind-blowing purchase,5.0
Terrific purchase,5.0
Terrific purchase,5.0
Terrific purchase,5.0
Perfect product!,5.0
Best in the market!,5.0
Best fit in budget,5.0
Delightful,4.0
Excellent,5.0
Brilliant,5.0
Does the job,3.0
Mind-blowing purchase,5.0
Great product,5.0
Best in the market!,5.0
Very Good,4.0
Fabulous!,5.0
Brilliant,5.0
Very Good,4.0
Wonderful,5.0
Classy product,5.0
Brilliant,5.0
Great product,5.0
Great product,5.0
Terrific purchase,5.0
Super!,5.0
Great product,5.0
Awesome,5.0
Must buy!,5.0
Classy product,5.0
Terrific purchase,5.0
Excellent,5.0
Simply awesome,5.0
Perfect product!,5.0
Best in the market!,5.0
Very Good,4.0
Highly recommended,5.0
Mind-blowing purchase,5.0
Pretty good,4.0
Terrific,5.0
Excellent,5.0
Perfect product!,5.0
Good quality product,4.0
Just okay,3.0
Terrific,5.0
Fabulous!,5.0
Best in the market!,5.0
Brilliant,5.0
Classy product,5.0
Awesome,5.0
Simply awesome,5.0
Good choice,4.0
Pretty good,4.0
Pretty good,4.0
Good quality product,4.0
Perfect product!,5.0
Brilliant,5.0
Super!,5.0
Fabulous!,5.0
Brilliant,5.0
Perfect product!,5.0
Fabulous!,5.0
Good choice,4.0
Good choice,4.0
Worth the money,4.0
Wonderful,4.0
Fabulous!,5.0
Excellent,5.0
Highly recommended,5.0
Good,3.0
Does the job,3.0
Worth every penny,5.0
Classy product,5.0
Good quality product,4.0
Just okay,3.0
Highly recommended,5.0
Good product in this price Range_Worth buying.,5.0
Mind-blowing purchase,5.0
Pretty good,4.0
Does the job,3.0
Delightful,4.0
Good choice,4.0
Good quality product,4.0
Good quality product,4.0
Best in the market!,5.0
Fair,3.0
Terrific,5.0
Best in the market!,5.0
Simply awesome,5.0
Perfect product!,5.0
Fair,3.0
Mind-blowing purchase,5.0
Awesome,5.0
Super!,5.0
Brilliant,5.0
Does the job,3.0
Mind-blowing purchase,5.0
Fabulous!,5.0
Nice,3.0
Great product,5.0
Terrific,5.0
Just wow! My parents are loving it!,5.0
Highly recommended,5.0
Good TV at a reasonable price.,4.0
Terrific purchase,5.0
Highly recommended,5.0
Nice,3.0
Mind-blowing purchase,5.0
Fabulous!,5.0
Awesome,5.0
Really Nice,4.0
Value-for-money,4.0
Fair,3.0
Terrific purchase,5.0
Just wow!,5.0
Terrific,5.0
Super!,5.0
Delightful,4.0
Mind-blowing purchase,5.0
Super!,5.0
Perfect product!,5.0
Highly recommended,5.0
Terrific purchase,5.0
Terrific purchase,5.0
Perfect product!,5.0
Classy product,5.0
Nice product,4.0
Pretty good,4.0
Brilliant,5.0
Wonderful,4.0
Great product,5.0
Mind-blowing purchase,5.0
Just wow!,5.0
Classy product,5.0
Worth the money,4.0
Best in the market!,5.0
Fair,3.0
Nice,3.0
Really Nice,4.0
Simply awesome,5.0
Great product,5.0
Worth the money,4.0
Fabulous!,5.0
Must buy!,5.0
Brilliant,5.0
Value-for-money,4.0
Super!,5.0
Super!,5.0
Perfect product!,5.0
Fabulous!,5.0
Fabulous!,5.0
Mind-blowing purchase,5.0
Worth the money,4.0
Terrific,5.0
Terrific,5.0
Good choice,4.0
Classy product,5.0
Worth the money,4.0
Classy Product,5.0
Must buy!,5.0
"Nice picture, good sound and really smart TV",5.0
Just okay,3.0
Worth the money,4.0
Good choice,4.0
Nice,3.0
Highly recommended,5.0
Must buy!,5.0
Value-for-money,4.0
Wonderful,4.0
Very Good,4.0
Super!,5.0
Best in the market!,5.0
Highly recommended,5.0
Nice product,4.0
Fabulous!,5.0
Really Nice,4.0
Simply awesome,5.0
Nice product,4.0
Nice product,4.0
Must buy!,5.0
Mind-blowing purchase,5.0
Worth every penny,5.0
Excellent,5.0
Terrific purchase,5.0
Terrific purchase,5.0
Best LED TV under 13K. Good job Flipkart :),5.0
Highly recommended,5.0
Excellent,5.0
Must buy!,5.0
Fabulous!,5.0
Worth every penny,5.0
Best in the market!,5.0
Worth every penny,5.0
Great product,5.0
Just wow!,5.0
Nice product,4.0
Simply awesome,5.0
Excellent,5.0
Must buy!,5.0
Excellent,5.0
Classy product,5.0
Classy product,5.0
Wonderful,5.0
Nice product,4.0
Must buy!,5.0
Awesome,5.0
Brilliant,5.0
Good quality product,4.0
Great product,5.0
Nice product,4.0
Super!,5.0
Does the job,3.0
Brilliant,5.0
Mind-blowing purchase,5.0
Terrific purchase,5.0
Wonderful,5.0
Does the job,3.0
Terrific,5.0
Worth every penny,5.0
Awesome,5.0
Awesome,5.0
Value-for-money,4.0
Must buy!,5.0
Brilliant,5.0
Worth every penny,5.0
Very Good,4.0
Good quality product,4.0
Good quality product,4.0
Worth the money,4.0
Nice,3.0
Excellent,5.0
Brilliant,5.0
Very Good,4.0
Worth the money,4.0
Excellent,5.0
Worth the money,4.0
Classy product,5.0
Awesome,5.0
Highly recommended,5.0
Excellent,5.0
Value-for-money,4.0
Value-for-money,4.0
Brilliant,5.0
Terrific purchase,5.0
Perfect product!,5.0
Decent product,3.0
Super!,5.0
Simply awesome,5.0
Just wow!,5.0
Super!,5.0
Must buy!,5.0
Fabulous!,5.0
Brilliant,5.0
Classy product,5.0
Must buy!,5.0
Nice product,4.0
Worth the money,4.0
Highly recommended,5.0
Highly recommended,5.0
Best in the market!,5.0
Super!,5.0
Excellent,5.0
Nice product,4.0
Excellent,5.0
Excellent,5.0
Good quality product,4.0
Super!,5.0
Value-for-money,4.0
Must buy!,5.0
Great product,5.0
Excellent,5.0
Terrific,5.0
Perfect product!,5.0
Best in the market!,5.0
Really Nice,4.0
Simply awesome,5.0
Highly recommended,5.0
Good,3.0
Does the job,3.0
Perfect product!,5.0
Must buy!,5.0
Must buy!,5.0
Fabulous!,5.0
Super!,5.0
Simply awesome,5.0
Best in the market!,5.0
Excellent,5.0
Classy product,5.0
Must buy!,5.0
Perfect product!,5.0
Highly recommended,5.0
Awesome,5.0
Awesome,5.0
Delightful,4.0
Good quality product,4.0
Perfect product!,5.0
Highly recommended,5.0
Great product,5.0
Very Good,4.0
Highly recommended,5.0
Wonderful,5.0
Wonderful,5.0
Fabulous!,5.0
Super!,5.0
Super!,5.0
Awesome,5.0
Awesome,5.0
Nice product,4.0
Best in the market!,5.0
Terrific purchase,5.0
Terrific purchase,5.0
Does the job,3.0
Great product,5.0
Terrific purchase,5.0
Worth the money,4.0
Perfect product!,5.0
Best in the market!,5.0
Classy product,5.0
Perfect product!,5.0
Fabulous!,5.0
Simply awesome,5.0
Fabulous!,5.0
Must buy!,5.0
Excellent,5.0
Wonderful,4.0
Mind-blowing purchase,5.0
Brilliant,5.0
Highly recommended,5.0
Really Nice,4.0
Nice product,4.0
Awesome,5.0
Awesome,5.0
Worth the money,4.0
Great product,5.0
Excellent,5.0
Simply awesome,5.0
Wonderful,5.0
Perfect product!,5.0
Must buy!,5.0
Super!,5.0
Worth the money,4.0
Mind-blowing purchase,5.0
Good choice,4.0
Classy product,5.0
Fabulous!,5.0
Super!,5.0
Awesome,5.0
Simply awesome,5.0
Delightful,4.0
Brilliant,5.0
Awesome,5.0
Great product,5.0
Classy product,5.0
Just wow!,5.0
Perfect product!,5.0
Best Smart TV by Mi,5.0
Super!,5.0
Awesome,5.0
Nice,3.0
Terrific,5.0
Wonderful,5.0
Best in the market!,5.0
Perfect product!,5.0
Worth the money,4.0
Simply awesome,5.0
Terrific purchase,5.0
Must buy!,5.0
Good Choice....,5.0
Nice product,4.0
Brilliant,5.0
Simply awesome,5.0
Does the job,3.0
Worth every penny,5.0
Perfect product!,5.0
Excellent,5.0
Okay TV,3.0
Highly recommended,5.0
Simply awesome,5.0
"Good Product, NOT GREAT",3.0
Awesome,5.0
Terrific,5.0
Pretty good,4.0
Wonderful,5.0
Highly recommended,5.0
Must buy!,5.0
Value-for-money,4.0
Nice,3.0
Simply awesome,5.0
Terrific,5.0
Super!,5.0
Good choice,4.0
Good choice,4.0
Terrific,5.0
Pretty good,4.0
Nice product,4.0
Best in the market!,5.0
Simply awesome,5.0
Wonderful,4.0
Fabulous!,5.0
Mind-blowing purchase,5.0
Perfect product!,5.0
Really Nice,4.0
Great product,5.0
MI LED SMART TV (4A PRO),5.0
Terrific,5.0
Nice,3.0
Just wow!,5.0
Super!,5.0
Terrific,5.0
Just wow!,5.0
Highly recommended,5.0
Classy product,5.0
Excellent,5.0
Terrific,5.0
Fabulous!,5.0
WOW PRODUCT IF YOU WANT TO SEE YOUR OWN DREAMS IN THIS TV!,5.0
Pretty good,4.0
Really Nice,4.0
Excellent,5.0
Just wow!,5.0
Delightful,4.0
Really Nice,4.0
Good choice,4.0
Worth every penny,5.0
Just wow!,5.0
Pretty good,4.0
Highly recommended,5.0
Really Nice,4.0
Best in the market!,5.0
Just okay,3.0
Highly recommended,5.0
Just okay,3.0
Classy product,5.0
Really Nice,4.0
Must buy!,5.0
Terrific,5.0
Terrific,5.0
Terrific,5.0
Wonderful,5.0
Really Nice,4.0
Simply awesome,5.0
Mind-blowing purchase,5.0
Mind-blowing purchase,5.0
Excellent,5.0
Very Good,4.0
Value-for-money,4.0
Just okay,3.0
Simply awesome,5.0
Really Nice,4.0
Mind-blowing purchase,5.0
Must buy!,5.0
Must buy!,5.0
Very Good,4.0
Good choice,4.0
Wonderful,4.0
Value-for-money,4.0
Awesome,5.0
Must buy!,5.0
Just wow!,5.0
Good,3.0
Must buy! Go for it. You wont get dissappointed,5.0
Awesome,5.0
Terrific,5.0
Mind-blowing purchase,5.0
Good choice,4.0
Great product,5.0
Classy product,5.0
Excellent,5.0
Really Nice,4.0
Best in the market!,5.0
Worth the money,4.0
Worth the money,4.0
Worth the money,4.0
Highly recommended,5.0
Worth the money,4.0
Simply awesome,5.0
Awesome,5.0
Wonderful,5.0
Pretty good,4.0
Terrific purchase,5.0
Really Nice,4.0
Nice product,4.0
Mind-blowing purchase,5.0
Worth the price - room for improvement and software upgrade,4.0
Mind-blowing purchase,5.0
Excellent,5.0
Very Good,4.0
Excellent,5.0
Very Good,4.0
Just wow!,5.0
Value-for-money,4.0
Mind-blowing purchase,5.0
Awesome,5.0
Terrific purchase,5.0
Good Choice of LED TV,4.0
Fabulous!,5.0
Excellent,5.0
Terrific,5.0
Good quality product,4.0
Terrific purchase,5.0
Decent product,3.0
Excellent,5.0
Picture Quality is not too Good,4.0
Excellent,5.0
Worth every penny,5.0
Just okay,3.0
Good choice,4.0
Excellent,5.0
Delightful,4.0
Must buy!,5.0
Terrific,5.0
Terrific,5.0
Perfect product!,5.0
Simply awesome,5.0
Terrific purchase,5.0
Super!,5.0
Really Nice,4.0
Mi t.v,5.0
Perfect product!,5.0
Fair,3.0
Just okay,3.0
Fabulous!,5.0
Brilliant,5.0
Good choice,4.0
Just wow!,5.0
Simply awesome,5.0
Highly recommended,5.0
